time,P,G(i),H_sun,T2m,WS10m,Int
20170312:2302,0,0,0,17.82,7.38,0
20170313:0002,0,0,0,17.6,7.1,0
20170313:0102,0,0,0,17.47,6.97,0
20170313:0202,0,0,0,17.4,6.83,0
20170313:0302,0,0,0,17.3,6.62,0
20170313:0402,0,0,0,17.15,6.14,0
20170313:0502,32.16,15.39,2.86,16.91,5.79,0
20170313:0602,244.02,58.83,15.27,17.96,5.93,0
20170313:0702,173.4,54.07,27.45,19.6,6.48,0
20170313:0802,858.24,217.06,38.98,21.57,6.28,0
20170313:0902,1905.48,384.26,49.13,23.71,6,0
20170313:1002,2817.42,533.52,56.48,25.41,6.21,0
20170313:1102,3464.16,646.65,58.91,26.71,6.76,0
20170313:1202,3871.44,720.72,55.35,27.52,7.24,0
20170313:1302,3931.5,728.99,47.29,27.65,8,0
20170313:1402,3713.7,684.69,36.78,27.15,8.48,0
20170313:1502,3167.22,582.43,25.08,26.38,8.55,0
20170313:1602,184.26,48.87,12.83,25.25,8.28,0
20170313:1702,0,0,0,23.82,8.07,0
20170313:1802,0,0,0,22.69,7.17,0
20170313:1902,0,0,0,21.3,6.9,0
20170313:2002,0,0,0,20.54,6.21,0
20170313:2102,0,0,0,19.88,5.52,0
20170313:2202,0,0,0,19.32,4.76,0
20170313:2302,0,0,0,18.76,4.21,0
20170314:0002,0,0,0,18.15,3.93,0
20170314:0102,0,0,0,17.68,3.72,0
20170314:0202,0,0,0,17.44,3.31,0
20170314:0302,0,0,0,17.12,2.69,0
20170314:0402,0,0,0,16.65,2.07,0
20170314:0502,25.2,13.58,2.69,16.32,1.59,0
20170314:0602,438.24,94.13,15.11,17.23,1.1,0
20170314:0702,564.18,120.64,27.26,19.63,1.24,0
20170314:0802,1092.96,246.5,38.76,21.32,1.72,0
20170314:0902,1879.68,381.13,48.85,22.47,2.48,0
20170314:1002,2771.82,528.32,56.14,23.17,2.97,0
20170314:1102,3403.14,637.66,58.52,23.67,3.52,0
20170314:1202,3819.9,709.24,54.96,23.74,4.41,0
20170314:1302,3916.98,719.89,46.94,23.13,5.31,0
20170314:1402,3756.12,686.82,36.47,22.38,5.17,0
20170314:1502,2002.98,369.28,24.79,21.8,4.69,0
20170314:1602,288.42,67.88,12.55,20.93,4.41,0
20170314:1702,0,0,0,19.84,4.07,0
20170314:1802,0,0,0,18.94,3.24,0
20170314:1902,0,0,0,18.59,2.83,0
20170314:2002,0,0,0,18.1,2.48,0
20170314:2102,0,0,0,17.34,3.1,0
20170314:2202,0,0,0,16.78,3.93,0
20170314:2302,0,0,0,16.61,3.72,0
20170315:0002,0,0,0,16.32,3.66,0
20170315:0102,0,0,0,15.92,3.66,0
20170315:0202,0,0,0,16.04,4.34,0
20170315:0302,0,0,0,16.16,5.1,0
20170315:0402,0,0,0,16.39,4.97,0
20170315:0502,6.54,8.15,2.53,16.66,4.9,0
20170315:0602,441.3,94.13,14.94,16.77,4.69,0
20170315:0702,245.28,60.17,27.08,16.48,2.69,0
20170315:0802,908.82,218.91,38.54,17.05,2.07,0
20170315:0902,1998.9,389.69,48.58,17.88,2.21,0
20170315:1002,2556.6,474.82,55.79,18.99,2.28,0
20170315:1102,2360.52,439.55,58.12,19.9,1.93,0
20170315:1202,2582.94,481.49,54.57,20.53,1.93,0
20170315:1302,3350.76,622.15,46.59,20.92,2.41,0
20170315:1402,3555.96,655.96,36.16,20.93,2.9,0
20170315:1502,3087.42,564.59,24.5,20.63,3.59,0
20170315:1602,203.46,51.59,12.27,19.81,4.55,0
20170315:1702,0,0,0,18.59,4.21,0
20170315:1802,0,0,0,17.8,3.86,0
20170315:1902,0,0,0,17.3,3.03,0
20170315:2002,0,0,0,16.76,3.17,0
20170315:2102,0,0,0,16.29,3.17,0
20170315:2202,0,0,0,15.77,2.9,0
20170315:2302,0,0,0,14.94,2.41,0
20170316:0002,0,0,0,14.01,2.28,0
20170316:0102,0,0,0,13.58,2.55,0
20170316:0202,0,0,0,13.22,2.62,0
20170316:0302,0,0,0,13.01,2.34,0
20170316:0402,0,0,0,13.37,2.07,0
20170316:0502,22.2,12.67,2.37,13.74,1.86,0
20170316:0602,223.02,54.3,14.77,14.66,1.59,0
20170316:0702,312,71.5,26.9,17.69,1.17,0
20170316:0802,761.34,201.01,38.32,18.99,1.45,0
20170316:0902,1808.76,368.27,48.3,20.18,2.07,0
20170316:1002,2731.62,516.86,55.44,21.13,2.9,0
20170316:1102,3397.08,631.43,57.72,21.62,3.31,0
20170316:1202,3764.82,699.34,54.18,21.88,3.17,0
20170316:1302,3821.88,710.18,46.24,21.97,3.03,0
20170316:1402,3614.46,669.03,35.84,21.8,3.03,0
20170316:1502,3029.58,558.27,24.21,21.25,2.97,0
20170316:1602,184.02,47.97,11.99,20.27,2.9,0
20170316:1702,0,0,0,18.98,2.55,0
20170316:1802,0,0,0,18.05,2,0
20170316:1902,0,0,0,17.69,1.59,0
20170316:2002,0,0,0,16.73,1.38,0
20170316:2102,0,0,0,17.15,1.03,0
20170316:2202,0,0,0,17.46,0.76,0
20170316:2302,0,0,0,17.19,0.41,0
20170317:0002,0,0,0,16.87,0.21,0
20170317:0102,0,0,0,16.57,0.83,0
20170317:0202,0,0,0,15.54,1.38,0
20170317:0302,0,0,0,15.29,1.45,0
20170317:0402,0,0,0,16.3,1.1,0
20170317:0502,15.36,10.86,2.21,16.14,0.97,0
20170317:0602,352.2,77.84,14.61,14.69,1.45,0
20170317:0702,441.48,94.13,26.71,15.98,1.72,0
20170317:0802,771.54,199.99,38.1,17.77,2.21,0
20170317:0902,1795.14,364.23,48.03,19.76,2.76,0
20170317:1002,2706.48,511.73,55.09,21.28,3.38,0
20170317:1102,3360.12,623.21,57.32,22.11,4,0
20170317:1202,3755.04,692.55,53.79,22.41,4.41,0
20170317:1302,3822.48,703.27,45.89,22.05,4.28,0
20170317:1402,3606.12,661.9,35.52,21.75,4.07,0
20170317:1502,3024.12,554.67,23.91,21.18,3.66,0
20170317:1602,193.32,49.78,11.71,20.35,3.03,0
20170317:1702,0,0,0,19.32,1.79,0
20170317:1802,0,0,0,18.68,1.24,0
20170317:1902,0,0,0,18.48,1.38,0
20170317:2002,0,0,0,18.02,1.52,0
20170317:2102,0,0,0,18.16,1.66,0
20170317:2202,0,0,0,18.17,1.52,0
20170317:2302,0,0,0,18.42,1.03,0
20170318:0002,0,0,0,18.55,0.97,0
20170318:0102,0,0,0,18.16,1.93,0
20170318:0202,0,0,0,17.74,3.03,0
20170318:0302,0,0,0,17.71,3.59,0
20170318:0402,0,0,0,17.46,3.72,0
20170318:0502,0,0,0,17.44,3.79,0
20170318:0602,478.74,101.37,14.44,18.24,4.21,0
20170318:0702,455.4,97.75,26.53,19.55,4.41,0
20170318:0802,801.96,203.2,37.88,20.58,4.55,0
20170318:0902,1767,359.52,47.75,21.59,5.17,0
20170318:1002,2689.14,504.81,54.74,22.33,6.14,0
20170318:1102,3344.28,612.98,56.92,22.74,7.17,0
20170318:1202,3711.24,674.19,53.4,23.01,8.28,0
20170318:1302,3789.78,683.98,45.53,22.67,9.03,0
20170318:1402,3585,644.12,35.2,22.04,9.17,0
20170318:1502,2974.8,535.26,23.61,21.47,9.1,0
20170318:1602,193.38,49.78,11.42,20.74,8.9,0
20170318:1702,0,0,0,19.58,8.48,0
20170318:1802,0,0,0,18.96,8.69,0
20170318:1902,0,0,0,18.83,8.34,0
20170318:2002,0,0,0,18.54,7.93,0
20170318:2102,0,0,0,18.37,7.45,0
20170318:2202,0,0,0,18.1,6.76,0
20170318:2302,0,0,0,17.78,6.34,0
20170319:0002,0,0,0,17.46,6,0
20170319:0102,0,0,0,17.2,5.52,0
20170319:0202,0,0,0,16.87,5.1,0
20170319:0302,0,0,0,16.54,4.76,0
20170319:0402,0,0,0,16.26,4.48,0
20170319:0502,0,0,0,16.03,4.34,0
20170319:0602,230.52,56.11,14.28,16.95,4.14,0
20170319:0702,349.2,78.74,26.34,19.8,3.93,0
20170319:0802,701.16,190.27,37.66,22.59,4.55,0
20170319:0902,1689.54,353.54,47.47,25.46,4.34,0
20170319:1002,2562.36,499.9,54.39,28.06,4.14,0
20170319:1102,3153.66,608.61,56.52,30.07,4.07,0
20170319:1202,3472.74,670.99,53.01,31.45,4.21,0
20170319:1302,3545.28,684.32,45.17,32.23,4.62,0
20170319:1402,3321.66,637.05,34.88,32.4,5.52,0
20170319:1502,2744.28,523.51,23.31,31.47,6.21,0
20170319:1602,188.7,50.68,11.14,29.73,6,0
20170319:1702,0,0,0,27.18,5.72,0
20170319:1802,0,0,0,25.33,5.38,0
20170319:1902,0,0,0,23.15,5.17,0
20170319:2002,0,0,0,21.94,4.41,0
20170319:2102,0,0,0,20.89,4,0
20170319:2202,0,0,0,19.94,3.59,0
20170319:2302,0,0,0,19.13,3.24,0
20170320:0002,0,0,0,18.39,2.97,0
20170320:0102,0,0,0,17.59,2.83,0
20170320:0202,0,0,0,17,2.76,0
20170320:0302,0,0,0,16.6,2.55,0
20170320:0402,0,0,0,16.21,2.34,0
20170320:0502,0,0,0,16.01,2.14,0
20170320:0602,248.64,59.73,14.11,17.61,1.79,0
20170320:0702,344.88,78.74,26.15,21.81,1.93,0
20170320:0802,809.4,204.83,37.43,25.63,1.93,0
20170320:0902,1645.44,351.82,47.19,28.71,1.93,0
20170320:1002,2465.88,495.05,54.04,30.77,2.14,0
20170320:1102,3080.4,607.37,56.13,31.46,2.28,0
20170320:1202,3382.32,661.79,52.62,31.48,2.69,0
20170320:1302,3225.84,625.46,44.82,31.15,3.24,0
20170320:1402,2617.44,502.75,34.55,30.32,3.59,0
20170320:1502,1414.44,277.82,23.01,29.84,3.03,0
20170320:1602,234.42,59.73,10.85,29.15,2.9,0
20170320:1702,0,0,0,27.46,2.76,0
20170320:1802,0,0,0,26.2,2.21,0
20170320:1902,0,0,0,24.32,0.97,0
20170320:2002,0,0,0,23.8,2.14,0
20170320:2102,0,0,0,23.32,1.93,0
20170320:2202,0,0,0,22.46,1.66,0
20170320:2302,0,0,0,22.12,2.28,0
20170321:0002,0,0,0,21.69,1.86,0
20170321:0102,0,0,0,21.83,1.38,0
20170321:0202,0,0,0,22.02,1.1,0
20170321:0302,0,0,0,21.15,1.1,0
20170321:0402,0,0,0,20.18,1.24,0
20170321:0502,0,0,0,19.95,1.38,0
20170321:0602,229.62,57.02,13.94,21.18,0.97,0
20170321:0702,316.5,74.22,25.97,24.16,1.66,0
20170321:0802,1017.96,233.51,37.21,26.3,1.17,0
20170321:0902,1565.7,342.2,46.91,28.42,0.76,0
20170321:1002,2415.42,488.9,53.69,30.2,1.03,0
20170321:1102,3035.34,601.58,55.73,31.29,1.72,0
20170321:1202,3416.58,667.38,52.22,31.81,3.03,0
20170321:1302,3536.7,677.81,44.46,30.63,4.48,0
20170321:1402,3373.62,634.64,34.23,27.84,4.97,0
20170321:1502,2796.24,525.49,22.71,25.99,3.86,0
20170321:1602,170.04,46.16,10.56,25.34,2.34,0
20170321:1702,0,0,0,24.76,1.17,0
20170321:1802,0,0,0,23.33,1.17,0
20170321:1902,0,0,0,22.92,2.76,0
20170321:2002,0,0,0,21.9,2.9,0
20170321:2102,0,0,0,21.12,2.9,0
20170321:2202,0,0,0,20.39,2.9,0
20170321:2302,0,0,0,19.84,2.62,0
20170322:0002,0,0,0,19.49,2.21,0
20170322:0102,0,0,0,19.34,2.41,0
20170322:0202,0,0,0,19.02,2.76,0
20170322:0302,0,0,0,19.01,3.1,0
20170322:0402,0,0,0,18.91,3.17,0
20170322:0502,0,0,0,18.89,3.1,0
20170322:0602,444.96,95.94,13.78,19.52,3.59,0
20170322:0702,807.18,160.2,25.78,20.15,3.45,0
20170322:0802,605.52,173.75,36.99,21.84,3.03,0
20170322:0902,1587.18,337.18,46.63,23.82,2.69,0
20170322:1002,2478.3,483.45,53.34,25.49,2.83,0
20170322:1102,3125.34,593.57,55.33,26.27,3.86,0
20170322:1202,3513.84,657.14,51.83,25.88,5.03,0
20170322:1302,3621.06,671.03,44.1,24.92,5.38,0
20170322:1402,3369.42,620.53,33.9,23.99,5.45,0
20170322:1502,2780.58,511.26,22.41,23.04,5.59,0
20170322:1602,178.08,47.06,10.27,21.93,5.38,0
20170322:1702,0,0,0,20.82,4.62,0
20170322:1802,0,0,0,20.12,4.07,0
20170322:1902,0,0,0,19.52,4.28,0
20170322:2002,0,0,0,19.05,4.41,0
20170322:2102,0,0,0,18.66,4.48,0
20170322:2202,0,0,0,18.34,4.41,0
20170322:2302,0,0,0,18.15,4.48,0
20170323:0002,0,0,0,18,4.55,0
20170323:0102,0,0,0,17.84,4.55,0
20170323:0202,0,0,0,17.75,4.55,0
20170323:0302,0,0,0,17.78,4.21,0
20170323:0402,0,0,0,17.63,3.79,0
20170323:0502,0,0,0,17.51,3.45,0
20170323:0602,433.2,93.22,13.61,17.94,3.59,0
20170323:0702,816.54,161.1,25.59,18.91,2.97,0
20170323:0802,708.72,184.7,36.76,19.88,2.69,0
20170323:0902,2011.98,385.24,46.34,20.78,2.83,0
20170323:1002,2512.56,478.13,52.99,21.46,2.76,0
20170323:1102,3064.92,573.6,54.93,22.1,3.1,0
20170323:1202,2308.14,430.41,51.43,22.86,4,0
20170323:1302,2362.08,437.04,43.74,22.3,4.48,0
20170323:1402,803.16,159.87,33.58,21.3,5.24,0
20170323:1502,96.6,30.27,22.11,20.23,6.14,0
20170323:1602,256.98,61.54,9.98,19.36,7.31,0
20170323:1702,0,0,0,18.09,7.52,0
20170323:1802,0,0,0,17.53,6.76,0
20170323:1902,0,0,0,17.5,6.34,0
20170323:2002,0,0,0,17.55,6.07,0
20170323:2102,0,0,0,17.59,6.34,0
20170323:2202,0,0,0,17.46,6.55,0
20170323:2302,0,0,0,17.19,6.62,0
20170324:0002,0,0,0,17.05,6.69,0
20170324:0102,0,0,0,16.47,6.34,0
20170324:0202,0,0,0,16.33,6.07,0
20170324:0302,0,0,0,16.12,5.66,0
20170324:0402,0,0,0,15.88,5.24,0
20170324:0502,0,0,0,15.52,4.9,0
20170324:0602,231.48,56.11,13.45,16.25,5.03,0
20170324:0702,364.02,80.55,25.41,17.44,6.28,0
20170324:0802,587.22,166.9,36.54,18.38,6.41,0
20170324:0902,1588.14,328.24,46.06,19.3,6.55,0
20170324:1002,2518.68,471.75,52.64,20,6.9,0
20170324:1102,3188.82,579.42,54.53,20.32,7.52,0
20170324:1202,3550.86,637.13,51.04,20.1,8.34,0
20170324:1302,3638.22,648.23,43.38,19.6,8.83,0
20170324:1402,3391.92,602.91,33.25,19.13,8.83,0
20170324:1502,2757.66,492.14,21.81,18.49,8.9,0
20170324:1602,163.56,43.44,9.69,17.65,8.62,0
20170324:1702,0,0,0,16.72,7.66,0
20170324:1802,0,0,0,16.23,7.79,0
20170324:1902,0,0,0,16.02,7.45,0
20170324:2002,0,0,0,15.8,7.17,0
20170324:2102,0,0,0,15.58,6.9,0
20170324:2202,0,0,0,15.4,6.76,0
20170324:2302,0,0,0,15.21,6.62,0
20170325:0002,0,0,0,15.04,6.34,0
20170325:0102,0,0,0,15.01,6.21,0
20170325:0202,0,0,0,14.83,5.93,0
20170325:0302,0,0,0,14.67,5.72,0
20170325:0402,0,0,0,14.48,5.45,0
20170325:0502,0,0,0,14.3,5.17,0
20170325:0602,218.16,53.4,13.28,15.1,4.9,0
20170325:0702,364.8,80.55,25.22,16.96,5.72,0
20170325:0802,562.26,162.37,36.31,18.61,5.66,0
20170325:0902,1545.6,323.64,45.78,20.4,5.31,0
20170325:1002,2442.24,466.25,52.28,22.04,4.76,0
20170325:1102,3053.28,572.48,54.13,23.43,4,0
20170325:1202,3387.84,631.43,50.65,24.34,4.48,0
20170325:1302,3521.58,650.61,43.02,24.65,5.79,0
20170325:1402,3273.84,599.42,32.92,24.1,7.17,0
20170325:1502,2672.04,489.74,21.5,23.07,7.45,0
20170325:1602,137.34,38.92,9.4,21.86,7.03,0
20170325:1702,0,0,0,20.44,6.34,0
20170325:1802,0,0,0,19.78,5.59,0
20170325:1902,0,0,0,18.61,4.9,0
20170325:2002,0,0,0,18.11,4.28,0
20170325:2102,0,0,0,17.49,3.79,0
20170325:2202,0,0,0,16.61,3.17,0
20170325:2302,0,0,0,15.52,2.9,0
20170326:0002,0,0,0,14.32,2.55,0
20170326:0102,0,0,0,13.21,2.21,0
20170326:0202,0,0,0,13.33,1.72,0
20170326:0302,0,0,0,14.48,1.24,0
20170326:0402,0,0,0,14.67,0.76,0
20170326:0502,0,0,0,14.46,0.41,0
20170326:0602,291.3,66.97,13.12,14.77,0.34,0
20170326:0702,412.8,89.6,25.03,17.08,0.62,0
20170326:0802,585.6,164.62,36.08,19.44,1.24,0
20170326:0902,1559.28,326.85,45.49,21.16,1.66,0
20170326:1002,2378.16,460.35,51.93,22.46,2.69,0
20170326:1102,3025.56,566.09,53.74,22.94,4.07,0
20170326:1202,3380.28,623.26,50.26,22.7,5.03,0
20170326:1302,3468.3,634.77,42.66,22.21,5.38,0
20170326:1402,3268.5,595.91,32.6,21.73,5.52,0
20170326:1502,2634.78,482.14,21.2,21.04,5.31,0
20170326:1602,165.9,44.35,9.11,20.1,4.9,0
20170326:1702,0,0,0,18.91,4.14,0
20170326:1802,0,0,0,18.05,4.07,0
20170326:1902,0,0,0,17.33,4.21,0
20170326:2002,0,0,0,16.92,4,0
20170326:2102,0,0,0,16.52,3.79,0
20170326:2202,0,0,0,16.13,3.52,0
20170326:2302,0,0,0,15.86,3.38,0
20170327:0002,0,0,0,15.59,3.24,0
20170327:0102,0,0,0,15.55,3.1,0
20170327:0202,0,0,0,15.34,2.83,0
20170327:0302,0,0,0,14.75,2.34,0
20170327:0402,0,0,0,14.06,1.79,0
20170327:0502,0,0,0,14.07,1.38,0
20170327:0602,212.46,52.49,12.96,15.25,0.76,0
20170327:0702,541.92,113.13,24.84,18.29,0.62,0
20170327:0802,525.06,155.09,35.85,19.69,1.79,0
20170327:0902,1665.06,338.07,45.21,20.8,2.83,0
20170327:1002,2419.02,454.37,51.58,21.5,3.66,0
20170327:1102,2713.8,504.34,53.34,21.9,4.21,0
20170327:1202,3253.32,598.97,49.86,21.75,4.62,0
20170327:1302,3289.08,602.1,42.3,21.28,4.62,0
20170327:1402,3105.3,567.58,32.27,20.91,4.34,0
20170327:1502,2626.5,482.43,20.89,20.49,4.07,0
20170327:1602,175.44,46.16,8.82,19.61,3.52,0
20170327:1702,0,0,0,18.58,2.28,0
20170327:1802,0,0,0,17.95,2,0
20170327:1902,0,0,0,17.66,2.55,0
20170327:2002,0,0,0,17.13,2.83,0
20170327:2102,0,0,0,16.83,3.03,0
20170327:2202,0,0,0,16.69,3.03,0
20170327:2302,0,0,0,16.52,2.97,0
20170328:0002,0,0,0,16.4,3.17,0
20170328:0102,0,0,0,16.38,3.52,0
20170328:0202,0,0,0,16.61,3.79,0
20170328:0302,0,0,0,16.58,4,0
20170328:0402,0,0,0,16.4,4.34,0
20170328:0502,0,0,0,16.42,4.48,0
20170328:0602,269.4,63.35,12.79,17.1,4.55,0
20170328:0702,728.4,144.81,24.65,18.17,5.31,0
20170328:0802,507.06,150.68,35.62,19.22,5.59,0
20170328:0902,1448.52,308.11,44.92,20.2,5.93,0
20170328:1002,2366.46,449.63,51.23,20.86,6.41,0
20170328:1102,3013.74,553.61,52.94,21.25,6.69,0
20170328:1202,3340.56,608.54,49.47,21.66,6.76,0
20170328:1302,3428.76,622.24,41.94,21.79,6.97,0
20170328:1402,3190.2,578.37,31.94,21.59,6.97,0
20170328:1502,2522.94,460.37,20.59,21.09,7.03,0
20170328:1602,179.82,47.06,8.53,20.15,6.62,0
20170328:1702,0,0,0,19.03,6.34,0
20170328:1802,0,0,0,18.4,6.34,0
20170328:1902,0,0,0,17.94,6.76,0
20170328:2002,0,0,0,17.63,6.83,0
20170328:2102,0,0,0,17.39,6.62,0
20170328:2202,0,0,0,17.19,6.14,0
20170328:2302,0,0,0,16.95,5.45,0
20170329:0002,0,0,0,16.6,4.97,0
20170329:0102,0,0,0,16.24,4.69,0
20170329:0202,0,0,0,15.87,4.41,0
20170329:0302,0,0,0,15.49,4.21,0
20170329:0402,0,0,0,15.17,3.93,0
20170329:0502,0,0,0,14.84,3.59,0
20170329:0602,193.8,48.87,12.63,15.17,2.97,0
20170329:0702,337.5,76.03,24.46,17.69,2.83,0
20170329:0802,461.64,143.53,35.39,20.19,2.83,0
20170329:0902,1385.22,302.66,44.63,22.52,2.62,0
20170329:1002,2247.9,444.2,50.88,24.56,2.14,0
20170329:1102,2853.42,549.77,52.55,25.98,2.34,0
20170329:1202,3161.58,602.07,49.08,26.66,3.17,0
20170329:1302,3263.52,615.51,41.58,26.55,4,0
20170329:1402,3014.46,565.38,31.61,25.93,4.28,0
20170329:1502,2405.22,452.68,20.29,25.12,4.21,0
20170329:1602,149.04,41.63,8.24,23.87,3.79,0
20170329:1702,0,0,0,21.96,3.52,0
20170329:1802,0,0,0,20.51,3.59,0
20170329:1902,0,0,0,18.86,4.28,0
20170329:2002,0,0,0,18.26,4,0
20170329:2102,0,0,0,17.77,3.66,0
20170329:2202,0,0,0,17.39,3.38,0
20170329:2302,0,0,0,17.08,2.97,0
20170330:0002,0,0,0,16.64,2.62,0
20170330:0102,0,0,0,15.88,2.21,0
20170330:0202,0,0,0,15.12,1.72,0
20170330:0302,0,0,0,15.96,1.03,0
20170330:0402,0,0,0,15.77,0.28,0
20170330:0502,0,0,0,15.14,0.34,0
20170330:0602,390.96,85.08,12.46,15.2,0.28,0
20170330:0702,889.26,173.77,24.28,17.37,0.55,0
20170330:0802,441.18,139.12,35.16,19.48,0.97,0
20170330:0902,1350.96,297.54,44.35,22.11,1.72,0
20170330:1002,2232.72,438.79,50.52,23.61,2.62,0
20170330:1102,2866.44,543.06,52.16,23.86,3.31,0
20170330:1202,3191.82,596.48,48.69,23.55,3.72,0
20170330:1302,3299.1,611.84,41.22,22.79,3.79,0
20170330:1402,3059.22,565.43,31.28,21.98,3.59,0
20170330:1502,2418.3,449.09,19.98,20.9,3.03,0
20170330:1602,147.78,40.73,7.96,19.7,2.9,0
20170330:1702,0,0,0,18.3,3.1,0
20170330:1802,0,0,0,17.43,3.24,0
20170330:1902,0,0,0,17.16,2.97,0
20170330:2002,0,0,0,16.97,3.17,0
20170330:2102,0,0,0,16.75,3.31,0
20170330:2202,0,0,0,16.48,4,0
20170330:2302,0,0,0,16.39,4.28,0
20170331:0002,0,0,0,16.13,4.21,0
20170331:0102,0,0,0,16.1,4.76,0
20170331:0202,0,0,0,15.97,5.03,0
20170331:0302,0,0,0,15.89,4.76,0
20170331:0402,0,0,0,15.78,4.76,0
20170331:0502,0,0,0,15.59,4.97,0
20170331:0602,286.2,66.07,12.3,15.8,5.24,0
20170331:0702,829.38,161.1,24.09,16.52,5.38,0
20170331:0802,1033.02,218.23,34.93,17.84,5.72,0
20170331:0902,1889.04,352.63,44.06,19.09,6,0
20170331:1002,798.3,157.98,50.17,20.09,6.55,0
20170331:1102,763.98,152.3,51.76,20.63,6.97,0
20170331:1202,285.9,67.16,48.3,20.24,6.34,0
20170331:1302,235.68,57.7,40.86,19.91,5.86,0
20170331:1402,1108.38,211.05,30.96,18.96,4.83,0
20170331:1502,356.34,79.46,19.68,17.96,3.59,0
20170331:1602,113.4,33.49,7.67,17.6,2.48,0
20170331:1702,0,0,0,17.46,1.72,0
20170331:1802,0,0,0,17.41,1.38,0
20170331:1902,0,0,0,17.47,0.83,0
20170331:2002,0,0,0,17.15,0.9,0
20170331:2102,0,0,0,16.97,0.83,0
20170331:2202,0,0,0,17.04,0.62,0
20170331:2302,0,0,0,16.85,0.21,0
20170401:0002,0,0,0,16.46,0.83,0
20170401:0102,0,0,0,16.07,0.76,0
20170401:0202,0,0,0,15.93,0.76,0
20170401:0302,0,0,0,15.79,0.76,0
20170401:0402,0,0,0,13.97,1.59,0
20170401:0502,0,0,0,13.42,2.28,0
20170401:0602,377.94,82.36,12.13,14.8,2.62,0
20170401:0702,249.12,59.73,23.89,17.36,2.55,0
20170401:0802,451.26,136.77,34.7,19.02,3.52,0
20170401:0902,1312.74,288.04,43.77,20.34,3.59,0
20170401:1002,2203.26,427.77,49.82,21.24,4,0
20170401:1102,2850.96,531.94,51.37,21.88,4.69,0
20170401:1202,2969.04,547.44,47.91,22.13,5.17,0
20170401:1302,3305.82,604.95,40.5,21.99,5.59,0
20170401:1402,3030.24,552.6,30.63,21.44,5.93,0
20170401:1502,269.76,64.26,19.38,20.58,6,0
20170401:1602,116.7,34.39,7.38,19.55,5.59,0
20170401:1702,0,0,0,18.48,4.97,0
20170401:1802,0,0,0,17.85,4.62,0
20170401:1902,0,0,0,17.49,4.21,0
20170401:2002,0,0,0,17.11,4.14,0
20170401:2102,0,0,0,16.78,4.14,0
20170401:2202,0,0,0,16.45,3.72,0
20170401:2302,0,0,0,16.04,3.03,0
20170402:0002,0,0,0,15.33,2.34,0
20170402:0102,0,0,0,14.89,1.59,0
20170402:0202,0,0,0,15.57,1.17,0
20170402:0302,0,0,0,16.13,0.97,0
20170402:0402,0,0,0,15.91,0.83,0
20170402:0502,0,0,0,15.75,0.97,0
20170402:0602,189.78,47.97,11.97,14.16,1.38,0
20170402:0702,343.8,76.93,23.7,16.73,1.86,0
20170402:0802,377.4,124.75,34.47,18.42,2.55,0
20170402:0902,1270.92,281.63,43.48,19.77,3.24,0
20170402:1002,2174.28,422.05,49.47,20.86,4.07,0
20170402:1102,2837.4,529.22,50.98,21.52,4.76,0
20170402:1202,3177.06,584.31,47.53,21.75,5.24,0
20170402:1302,3288.72,601.22,40.14,21.55,5.45,0
20170402:1402,3038.22,554.86,30.31,21.06,5.31,0
20170402:1502,221.88,55.21,19.08,20.34,5.1,0
20170402:1602,116.76,34.39,7.1,19.38,4.55,0
20170402:1702,0,0,0,18.37,3.52,0
20170402:1802,0,0,0,18,3.38,0
20170402:1902,0,0,0,17.67,3.86,0
20170402:2002,0,0,0,17.44,4.14,0
20170402:2102,0,0,0,17.26,4,0
20170402:2202,0,0,0,16.97,3.79,0
20170402:2302,0,0,0,16.82,3.45,0
20170403:0002,0,0,0,16.47,3.72,0
20170403:0102,0,0,0,16.49,3.72,0
20170403:0202,0,0,0,16.7,3.79,0
20170403:0302,0,0,0,16.72,3.72,0
20170403:0402,0,0,0,16.93,3.45,0
20170403:0502,0,0,0,17.09,3.24,0
20170403:0602,363.12,80.55,11.8,17.46,3.1,0
20170403:0702,616.14,125.8,23.51,18.45,2.97,0
20170403:0802,1310.28,255.75,34.24,19.66,2.62,0
20170403:0902,1597.08,302.72,43.19,20.74,2.28,0
20170403:1002,2159.46,421.03,49.12,21.63,2.28,0
20170403:1102,2738.64,520.13,50.59,22.46,2.55,0
20170403:1202,3054.06,572.22,47.14,22.95,3.17,0
20170403:1302,3067.8,570.63,39.79,23.01,3.72,0
20170403:1402,2925.42,542.07,29.98,22.36,3.86,0
20170403:1502,273.06,65.16,18.78,21.4,3.72,0
20170403:1602,156.48,42.54,6.81,20.16,2.83,0
20170403:1702,0,0,0,19.04,1.72,0
20170403:1802,0,0,0,18.47,1.1,0
20170403:1902,0,0,0,18.44,1.1,0
20170403:2002,0,0,0,18,0.69,0
20170403:2102,0,0,0,18.08,0.14,0
20170403:2202,0,0,0,16.51,1.1,0
20170403:2302,0,0,0,16.13,1.52,0
20170404:0002,0,0,0,16.51,1.72,0
20170404:0102,0,0,0,16.46,1.86,0
20170404:0202,0,0,0,16.6,2.21,0
20170404:0302,0,0,0,16.66,2.69,0
20170404:0402,0,0,0,16.76,3.1,0
20170404:0502,0,0,0,16.86,3.1,0
20170404:0602,348.9,77.84,11.64,16.96,3.17,0
20170404:0702,858.18,167.44,23.32,17.55,2.76,0
20170404:0802,895.38,195.57,34.01,18.54,2.97,0
